1,5429,5581,,person.couch.tie.bottle.vase,couch.tie.bottle.vase
3042,162737,162766,김동욱,tv.person,tv
3043,162767,162822,김지석,person.chair,chair
3044,162823,162862,,person.surfboard.airplane,surfboard.airplane
3045,162863,162908,,person.handbag,handbag
3046,162909,163000,,person.laptop,laptop
3047,163001,163046,김지석,person,
3048,163047,163135,하정우,tv.person.chair,tv.chair
3049,163136,163168,,person,
3050,163169,163192,,person.chair,chair
3051,163193,163273,,person,
3052,163274,163292,,person,
3053,163293,163325,성동일.김동욱,person.bottle,bottle
3054,163326,163360,,person,
3055,163361,163455,,person,
3056,163456,163488,하정우,person.chair.clock,chair.clock
3057,163489,163558,,person.tie,tie
3058,163559,163613,,person,
3059,163614,163700,,person,
3060,163701,163757,,person,
3061,163758,163835,,person,
3062,163836,163866,,person,
3063,163867,163931,,person,
3064,163932,163952,,person,
3065,163953,163973,,person,
3066,163974,164002,성동일.김동욱,person.cup,cup
3067,164003,164023,,person.bottle,bottle
3068,164024,164056,,person,
3069,164057,164078,,person,
3070,164079,164113,,person,
3071,164114,164142,하정우,person.chair,chair
3072,164143,164181,,person.backpack,backpack
3073,164182,164231,,person,
3074,164232,164263,성동일.김동욱,person.refrigerator,refrigerator
3075,164264,164301,,person,
3076,164302,164352,,person,
3077,164353,164397,,person,
3078,164398,164492,,person,
3079,164493,164537,,person,
3080,164538,164623,하정우,person.chair.clock,chair.clock
3081,164624,164731,성동일,person,
3082,164732,164828,,person.chair,chair
3083,164829,164942,,person.sports.ball,sports.ball
3084,164943,165063,,person,
3085,165064,165146,,person,
3086,165147,165196,,person,
3087,165197,165286,,person,
3088,165287,165321,,person,
3089,165322,165373,,person,
3090,165374,165426,,person,
3091,165427,165483,,person.potted.plant,potted.plant
3092,165484,165526,,person,
3093,165527,165633,,person.potted.plant,potted.plant
3094,165634,165697,,person,
3095,165698,165822,,person.potted.plant.clock,potted.plant.clock
3096,165823,165970,,person,
3097,165971,166025,,person,
3098,166026,166116,,person,
3099,166117,166147,,person.tie,tie
3100,166148,166211,,person,
3101,166212,166336,,person.potted.plant.dining.table.chair.tv.oven,potted.plant.dining.table.chair.tv.oven
3102,166337,166458,,person.bottle.tie,bottle.tie
3103,166459,166510,,person.wine.glass.cell.phone,wine.glass.cell.phone
3104,166511,166575,하정우,person.chair.remote,chair.remote
3105,166576,166627,하정우,person,
3106,166628,166682,,,
3107,166683,166733,하정우,person,
3108,166734,166792,김동욱,person.car.handbag.tennis.racket,car.handbag.tennis.racket
3109,166793,166918,김동욱,person.car,car
3110,166919,166952,,person.bottle,bottle
3111,166953,166985,김동욱,person.backpack,backpack
3112,166986,167010,,person,
3113,167011,167093,김동욱,person.cup,cup
3114,167094,167166,,person.book,book
3115,167167,167290,김동욱,person,
3116,167291,167325,,person.microwave,microwave
3117,167326,167402,김동욱,person.cup,cup
3118,167403,167463,,person,
3119,167464,167513,,person,
3120,167514,167576,,tv.person.tie,tv.tie
3121,167577,167638,,person,
3122,167639,167725,,car.traffic.light.truck.bus,car.traffic.light.truck.bus
3123,167726,167771,,person,
3124,167772,167813,,person.tv,tv
3125,167814,167852,,person,
3126,167853,167877,,person,
3127,167878,167906,,person,
3128,167907,167918,,person,
3129,167919,167936,,person,
3130,167937,168002,,person.remote.tv,remote.tv
3131,168003,168027,,person,
3132,168028,168056,,person,
3133,168057,168110,,person.tie,tie
3134,168111,168265,,person,
3135,168266,168432,김지석,person.cup,cup
3136,168433,168533,,person.bicycle,bicycle
3137,168534,168562,,person,
3138,168563,168631,,person.frisbee.bus,frisbee.bus
3139,168632,168732,,person.handbag,handbag
3140,168733,168881,하정우,person.cup.chair.tie,cup.chair.tie
3141,168882,168927,하정우,person,
3142,168928,168965,,person.refrigerator.bottle,refrigerator.bottle
3143,168966,169021,하정우,person,
3144,169022,169063,,person.tie,tie
3145,169064,169105,,person.chair.cup.sink,chair.cup.sink
3146,169106,169146,,person.tie.dining.table,tie.dining.table
3147,169147,169262,,person.tie,tie
3148,169263,169388,김동욱,person.backpack,backpack
3149,169389,169497,김동욱,person.dog.backpack,dog.backpack
3150,169498,169535,,person.refrigerator,refrigerator
3151,169536,169562,김동욱,person,
3152,169563,169617,,person,
3153,169618,169656,김동욱,person,
3154,169657,169693,,person,
3155,169694,169748,김동욱,person,
3156,169749,169792,,person,
3157,169793,169870,,person.traffic.light,traffic.light
3158,169871,169985,김동욱,person.bottle.book.backpack,bottle.book.backpack
3159,169986,170090,,person.backpack.cup.toaster.bottle.refrigerator.oven,backpack.cup.toaster.bottle.refrigerator.oven
3160,170091,170170,,tv.person.toothbrush.laptop.car,tv.toothbrush.laptop.car
3161,170171,170247,,person.bottle.refrigerator.backpack.book,bottle.refrigerator.backpack.book
3162,170248,170276,,person,
3163,170277,170303,,person.remote,remote
3164,170304,170343,,person,
3165,170344,170382,,person,
3166,170383,170403,하정우,person.tv,tv
3167,170404,170427,,person.cup,cup
3168,170428,170463,하정우,tv.person,tv
3169,170464,170500,,person,
3170,170501,170530,하정우,tv.person,tv
3171,170531,170570,,person.cup,cup
3172,170571,170606,하정우,tv.person,tv
3173,170607,170640,,person.book.bowl,book.bowl
3174,170641,170667,,person,
3175,170668,170696,하정우,person.refrigerator.tv,refrigerator.tv
3176,170697,170750,,person,
3177,170751,170765,하정우,person,
3178,170766,170791,,person,
3179,170792,170813,하정우,person.cup,cup
3180,170814,170840,,person,
3181,170841,170862,하정우,person.refrigerator.tv,refrigerator.tv
3182,170863,170898,,person,
3183,170899,170933,하정우,person.refrigerator,refrigerator
3184,170934,170962,,person,
3185,170963,170175,하정우,,
3186,170176,171120,,person.bottle.refrigerator.backpack.book.remote.tv.cup.bowl,bottle.refrigerator.backpack.book.remote.tv.cup.bowl
3187,171121,171200,하정우,person,
3188,171201,171237,,person,
3189,171238,171273,하정우,person,
3190,171274,171291,,person,
3191,171292,172345,하정우,person.car.tv.umbrella.bicycle,car.tv.umbrella.bicycle
3192,172346,171372,,,
3193,171373,171422,하정우,person,
3194,171423,171507,,person,
3195,171508,171548,하정우,person,
3196,171549,171616,하정우,tv.person,tv
3197,171617,171670,,person,
3198,171671,171733,하정우,person,
3199,171734,171801,,person,
3200,171802,171868,하정우,person,
3201,171869,171920,,person,
3202,171921,171952,하정우,person,
3203,171953,172077,하정우,person,
3204,172078,172102,,person,
3205,172103,172193,하정우,person.car,car
3206,172194,172350,하정우,person.umbrella.bicycle,umbrella.bicycle
3207,172351,172403,하정우,person.umbrella.bench.mouse.car.backpack,umbrella.bench.mouse.car.backpack
3208,172404,172513,하정우,person.traffic.light,traffic.light
3209,172514,172625,김동욱,person,
3210,172626,172711,,person,
3211,172712,172832,,person,
3212,172833,172897,,person,
3213,172898,172983,,person.chair.truck.car.refrigerator.bottle,chair.truck.car.refrigerator.bottle
3214,172984,173181,,car.person.truck.chair.refrigerator.umbrella.bottle.tie.couch,car.truck.chair.refrigerator.umbrella.bottle.tie.couch
3215,173182,173343,김지석,person,
3216,173344,173425,김지석,person.tv,tv
3217,173426,173561,,person.bird,bird
3218,173562,173611,,car.dog.person,car.dog
3219,173612,173670,,person.boat,boat
3220,173671,173742,하정우,person,
3221,173743,173803,김지석,person,
3222,173804,173873,하정우,person,
3223,173874,173908,김지석,person.dog,dog
3224,173909,174011,하정우.김지석,person,
3225,174012,174050,,person.bottle,bottle
3226,174051,174086,,person,
3227,174087,174151,하정우.김지석,person.bottle.horse.cow,bottle.horse.cow
3228,174152,174243,하정우.김지석,person,
3229,174244,174293,,person.sports.ball,sports.ball
3230,174294,174328,김동욱,person,
3231,174329,174391,하정우.김지석,person,
3232,174392,174475,김동욱,person.cow,cow
3233,174476,174553,하정우.김동욱,person.tie.cup,tie.cup
3234,174554,174611,하정우,person,
3235,174612,174697,,person.handbag.backpack.elephant,handbag.backpack.elephant
3236,174698,174762,김지석,person.horse,horse
3237,174763,174882,,person.handbag,handbag
3238,174883,175060,,person.cow.dog.umbrella,cow.dog.umbrella
3239,175061,175237,성동일,person,
3240,175238,175286,성동일,person,
3241,175287,175302,,person.tie,tie
3242,175303,175320,성동일,person,
3243,175321,175343,,person.tie,tie
3244,175344,175358,성동일,person,
3245,175359,175427,,person.tie,tie
3246,175428,175506,성동일,person,
3247,175507,175548,,person.tie,tie
3248,175549,175607,성동일,person,
3249,175608,175663,성동일,person.clock.bed,clock.bed
3250,175664,175722,성동일,person,
3251,175723,175776,,person.tie,tie
3252,175777,175833,성동일,person,
3253,175834,175955,,chair.person.tie,chair.tie
3254,175956,176056,성동일,person,
3255,176057,176125,성동일,person.sports.ball,sports.ball
3256,176126,176163,성동일,person,
3257,176164,176255,,person.book,book
3258,176256,176291,,person.tie.chair,tie.chair
3259,176292,176323,성동일,person,
3260,176324,176372,,person.tie,tie
3261,176373,176405,성동일,person,
3262,176406,176440,,person.chair.tie,chair.tie
3263,176441,176470,성동일,person,
3264,176471,176492,,person,
3265,176493,176517,,person.chair.tie,chair.tie
3266,176518,176531,성동일,person,
3267,176532,176548,성동일,person.chair,chair
3268,176549,176570,,person.tie,tie
3269,176571,176598,성동일,person,
3270,176599,176683,성동일,person,
3271,176684,176716,,person.tie,tie
3272,176717,176750,성동일,person,
3273,176751,176797,성동일,person,
3274,176798,176838,,person.tie,tie
3275,176839,176945,성동일,person.chair,chair
3276,176946,177008,,person.tie,tie
3277,177009,177191,성동일,person,
3278,177192,177251,,person.tie,tie
3279,177252,177418,성동일,person.chair,chair
3280,177419,177560,성동일,person,
3281,177561,177608,,person.tie,tie
3282,177609,177667,,person.book.tie,book.tie
3283,177668,177792,성동일,person,
3284,177793,177891,성동일,person,
3285,177892,178100,성동일,person,
3286,178101,178152,,person.tie,tie
3287,178153,178176,성동일,person,
3288,178177,178198,성동일,person,
3289,178199,178233,,,
3290,178234,178272,성동일,person.couch,couch
3291,178273,178345,,person.tie,tie
3292,178346,178541,성동일,person.chair,chair
3293,178542,178641,,person.tie,tie
3294,178642,178701,성동일,person,
3295,178702,178777,,person.tie.chair,tie.chair
3296,178778,178845,성동일,person,
3297,178846,178907,,person.tie,tie
3298,178908,179027,성동일,person.chair,chair
3299,179028,179075,,person.tie,tie
3300,179076,179157,성동일,person,
3301,179158,179225,,person.tie,tie
3302,179226,179262,성동일,person,
3303,179263,179316,,person.tie,tie
3304,179317,179423,성동일,person,
3305,179424,179470,성동일,person.chair,chair
3306,179471,179506,,person.tie,tie
3307,179507,179547,,cup.tv.couch.person.chair.potted.plant,cup.tv.couch.chair.potted.plant
3308,179548,179605,성동일,person,
3309,179606,179647,,person.tie.bottle,tie.bottle
3310,179648,179743,성동일,person.chair.cup.couch.tv.potted.plant.vase,chair.cup.couch.tv.potted.plant.vase
3311,179744,179825,,person.tie,tie
3312,179826,179856,성동일,person,
3313,179857,179901,,person.tie.bottle,tie.bottle
3314,179902,179946,성동일,person,
3315,179947,180042,성동일,bowl.couch.person.potted.plant.chair.cup.tv,bowl.couch.potted.plant.chair.cup.tv
3316,180043,180093,,person.tie,tie
3317,180094,180172,성동일,person,
3318,180173,180325,,clock.bowl.couch.person.potted.plant.chair.vase.refrigerator,clock.bowl.couch.potted.plant.chair.vase.refrigerator
3319,180326,180412,,person.tie,tie
3320,180413,180510,,person.chair.bottle,chair.bottle
3321,180511,180593,하정우.성동일,person,
3322,180594,180627,,person,
3323,180628,180706,김지석,person.backpack.dining.table.chair.toothbrush.bottle,backpack.dining.table.chair.toothbrush.bottle
3324,180707,180747,김동욱,person,
3325,180748,180786,김지석,person.bottle,bottle
3326,180787,180842,하정우,person,
3327,180843,180982,성동일.김동욱,person.dining.table.remote,dining.table.remote
3328,180983,181027,하정우,person,
3329,181028,181106,김동욱,person,
3330,181107,181221,성동일,person.cell.phone,cell.phone
3331,181222,181253,김동욱,person,
3332,181254,181280,,person,
3333,181281,181310,김지석,person.bottle,bottle
3334,181311,181352,하정우.성동일.김동욱,person.chair.dining.table,chair.dining.table
3335,181353,181386,,tv.person,tv
3336,181387,181428,,person,
3337,181429,181461,,person,
3338,181462,181493,성동일.김지석,person.dining.table,dining.table
3339,181494,181515,김동욱,person,
3340,181516,181553,,person,
3341,181554,181613,하정우.성동일.김동욱.김지석,person.cup.chair.bowl,cup.chair.bowl
3342,181614,181645,,person,
3343,181646,181691,,person.dining.table.chair,dining.table.chair
3344,181692,181736,,person,
3345,181737,181761,성동일.김지석,person,
3346,181762,181805,하정우,person,
3347,181806,181843,,person,
3348,181844,181883,성동일,person.tie,tie
3349,181884,181935,김동욱,person,
3350,181936,182015,,person,
3351,182016,182053,김동욱,person,
3352,182054,182091,성동일.김지석,person,
3353,182092,182130,성동일,person.tie,tie
3354,182131,182171,김동욱,person,
3355,182172,182207,김동욱,person,
3356,182208,182242,,person,
3357,182243,182290,김지석,person.bottle.dining.table,bottle.dining.table
3358,182291,182336,성동일,person,
3359,182337,182443,김동욱,person,
3360,182444,182515,,person,
3361,182516,182560,하정우.성동일.김지석,person.mouse,mouse
3362,182561,182596,김지석,person.bottle,bottle
3363,182597,182625,,person,
3364,182626,182661,하정우,person.mouse,mouse
3365,182662,182682,하정우,person,
3366,182683,182703,성동일,person.tie,tie
3367,182704,182732,김동욱,person,
3368,182733,182762,,person,
3369,182763,182800,김동욱,person.chair,chair
3370,182801,182825,,person,
3371,182826,182863,김동욱,person.chair,chair
3372,182864,182890,하정우,person,
3373,182891,182923,김동욱,person.chair,chair
3374,182924,182961,하정우,person,
3375,182962,183003,김동욱,person.chair,chair
3376,183004,183035,하정우,person.chair.mouse,chair.mouse
3377,183036,183075,,person.cup,cup
3378,183076,183102,,person,
3379,183103,183147,,person.surfboard,surfboard
3380,183148,183182,성동일.김지석,person.dining.table.chair,dining.table.chair
3381,183183,183213,성동일,person,
3382,183214,183266,,person,
3383,183267,183295,,person.book,book
3384,183296,183360,성동일,person,
3385,183361,183417,,person,
3386,183418,183505,성동일.김지석,person.bowl.dining.table.cell.phone,bowl.dining.table.cell.phone
